Date,Price,Open,High,Low,Vol.,Change %
10-07-2017,563.7,570.6,576.2,553,1.03M,2.68%
11-07-2017,563.8,565,571.9,562.1,2.82M,0.02%
12-07-2017,562.4,566,567,560,1.38M,-0.25%
13-07-2017,569.3,560.05,571.6,560.05,4.36M,1.23%
14-07-2017,572.55,568.9,578.95,568.5,3.11M,0.57%
17-07-2017,571.45,575,577.75,567.5,1.88M,-0.19%
18-07-2017,578.25,569.9,583,569,1.87M,1.19%
19-07-2017,589.15,584,590.25,583,1.77M,1.89%
20-07-2017,582.05,591.5,591.5,580,1.05M,-1.21%
21-07-2017,575.95,582.7,586.4,575,2.58M,-1.05%
24-07-2017,570.8,577,577.9,569.35,1.50M,-0.89%
25-07-2017,565.9,571.05,573.35,563.5,2.27M,-0.86%
26-07-2017,579.5,568.5,580.3,566.5,1.90M,2.40%
27-07-2017,572.1,580,582.2,567.5,5.12M,-1.28%
28-07-2017,550.8,569,569.85,549,4.09M,-3.72%
31-07-2017,531.65,553,553.7,528.9,5.40M,-3.48%
01-08-2017,533.8,531.65,541.9,530.05,3.70M,0.40%
02-08-2017,523.55,537,537.3,521.75,3.48M,-1.92%
03-08-2017,515.85,527,530,514,4.53M,-1.47%
04-08-2017,506.4,513.7,513.8,492.65,7.34M,-1.83%
07-08-2017,505.55,508.9,513.15,504.25,2.28M,-0.17%
08-08-2017,500.35,509,509,498,3.04M,-1.03%
09-08-2017,474.35,488.5,493.5,471.35,11.03M,-5.20%
10-08-2017,460.8,470.5,485.45,451.05,10.15M,-2.86%
11-08-2017,450,458,462.95,444.6,7.85M,-2.34%
14-08-2017,471.8,433,476.95,432.7,20.85M,4.84%
16-08-2017,485.7,478,486.7,467.7,7.59M,2.95%
17-08-2017,488.25,485.7,490.4,480.55,4.48M,0.53%
18-08-2017,470.15,485,485,467.2,4.51M,-3.71%
21-08-2017,460.55,475.4,475.4,459.4,4.22M,-2.04%
22-08-2017,470.45,464,472.5,461.8,3.80M,2.15%
23-08-2017,469.2,473.95,475.95,467.6,3.68M,-0.27%
24-08-2017,483,471.9,488.45,469.5,5.68M,2.94%
28-08-2017,493.2,488.8,499.9,483.25,6.39M,2.11%
29-08-2017,481.8,491.95,491.95,479.65,2.61M,-2.31%
30-08-2017,484.25,484,488.95,481.45,2.52M,0.51%
31-08-2017,481.15,487.15,487.35,476.65,4.40M,-0.64%
01-09-2017,486.2,481,492,480.8,4.00M,1.05%
04-09-2017,500.7,484,509.7,478.15,4.49M,2.98%
05-09-2017,491.85,503,504.55,490.1,5.27M,-1.77%
06-09-2017,474.25,486.95,486.95,473,7.34M,-3.58%
07-09-2017,480.45,477,483.5,474.25,2.92M,1.31%
08-09-2017,471.35,478.95,484.3,467.25,3.56M,-1.89%
11-09-2017,467.45,474.5,476.4,466.2,3.44M,-0.83%
12-09-2017,483.4,475,485.55,470.5,5.89M,3.41%
13-09-2017,503.35,484,510.5,479.9,11.44M,4.13%
14-09-2017,524.65,520,527.15,513.6,11.00M,4.23%
15-09-2017,524.3,518.2,527.95,514.1,7.48M,-0.07%
18-09-2017,521.05,525,527,511,3.69M,-0.62%
19-09-2017,515.8,523.8,529.4,511.6,4.36M,-1.01%
20-09-2017,505.5,518.8,519.4,503.6,5.02M,-2.00%
21-09-2017,519.65,508.5,525,505,10.22M,2.80%
22-09-2017,513.85,518.95,528.5,508.7,7.99M,-1.12%
25-09-2017,505.95,512,514.55,501.5,4.35M,-1.54%
26-09-2017,507.6,506,515,505.15,3.62M,0.33%
27-09-2017,494.7,503.95,503.95,489.5,7.59M,-2.54%
28-09-2017,499.2,494.7,507,493.5,5.56M,0.91%
29-09-2017,503.25,500.25,506,498.25,3.48M,0.81%
03-10-2017,502.65,509,509.6,500.15,2.88M,-0.12%
04-10-2017,517.9,504.1,522,502,6.20M,3.03%
05-10-2017,513.8,519,525,512,3.58M,-0.79%
06-10-2017,530.2,518,533,515.8,6.32M,3.19%
09-10-2017,531.4,527.8,536.95,521.6,5.05M,0.23%
10-10-2017,527.2,531.9,535,526.1,2.24M,-0.79%
11-10-2017,526.05,530.8,533.15,521.15,4.03M,-0.22%
12-10-2017,539.55,543,545,532,8.97M,2.57%
13-10-2017,534.7,541.25,543.1,533,3.82M,-0.90%
16-10-2017,547.95,538.4,549.9,533.8,5.32M,2.48%
17-10-2017,547.2,546.9,554,544.55,4.48M,-0.14%
18-10-2017,540.2,549.35,549.4,538.85,3.50M,-1.28%
19-10-2017,535.75,540.2,543,532,434.93K,-0.82%
23-10-2017,540.4,536.05,543.5,533.3,2.88M,0.87%
24-10-2017,534.55,537.5,539,533.5,1.94M,-1.08%
25-10-2017,523.25,534.9,539,522.25,2.06M,-2.11%
26-10-2017,530.15,525.4,538.9,519,3.57M,1.32%
27-10-2017,549.9,532.5,557.9,532.5,8.85M,3.73%
30-10-2017,553.1,552.1,557.3,544.1,5.36M,0.58%
31-10-2017,552.9,553,558.7,545.9,2.91M,-0.04%
01-11-2017,548.7,553.05,555.9,546.4,3.30M,-0.76%
02-11-2017,563.45,548,572.3,547.65,8.41M,2.69%
03-11-2017,551.25,565,567.8,550.2,3.60M,-2.17%
06-11-2017,541.2,553,555.9,539.3,3.99M,-1.82%
07-11-2017,527.6,545,549.8,513.25,8.93M,-2.51%
08-11-2017,537.8,533,545.4,532.4,4.53M,1.93%
09-11-2017,533.9,555,555,527.05,4.59M,-0.73%
10-11-2017,527.85,530,534.2,523.75,3.19M,-1.13%
13-11-2017,532.55,526.8,541.6,519.1,5.50M,0.89%
14-11-2017,526.05,533.4,537.9,517.1,5.85M,-1.22%
15-11-2017,504.65,516,520,501.1,8.63M,-4.07%
16-11-2017,508.55,505,510.8,498.2,5.35M,0.77%
17-11-2017,517.1,510.2,522.15,510.05,3.52M,1.68%
20-11-2017,517.15,520,521.85,514.3,1.98M,0.01%
21-11-2017,538.05,518,541.5,514.55,7.85M,4.04%
22-11-2017,535.25,539.75,544.65,530.15,4.29M,-0.52%
23-11-2017,544.75,535,547.5,531.85,3.97M,1.77%
24-11-2017,549.5,545.75,551,541.7,4.10M,0.87%
27-11-2017,551.55,541.1,553.9,538.25,3.83M,0.37%
28-11-2017,543.15,551,556.35,541.1,2.49M,-1.52%
29-11-2017,547.1,543,549.65,541.5,2.17M,0.73%
30-11-2017,539.95,547.05,554.95,537.7,5.95M,-1.31%
01-12-2017,525.95,544,545.45,522.25,3.16M,-2.59%
04-12-2017,520.75,529.8,529.8,516.5,3.31M,-0.99%
05-12-2017,523.15,518.55,528,517.65,3.48M,0.46%
06-12-2017,511.35,525.8,526.5,510.1,3.86M,-2.26%
07-12-2017,510.35,510,515.55,506,4.47M,-0.20%
08-12-2017,521.85,513.5,524,511,3.39M,2.25%
11-12-2017,529.6,525,531,521.85,2.58M,1.49%
12-12-2017,520.85,532,533.75,519.3,2.67M,-1.65%
13-12-2017,516.85,521,526.3,515.5,2.07M,-0.77%
14-12-2017,514.4,518.2,519.6,511.2,2.30M,-0.47%
15-12-2017,518.35,518.5,524,515.9,3.05M,0.77%
18-12-2017,529.8,517,533.7,499.5,4.06M,2.21%
19-12-2017,527.5,533,535.35,525.15,3.22M,-0.43%
20-12-2017,527.25,528.8,532.5,525.7,2.56M,-0.05%
21-12-2017,528.2,532,538.7,525.8,5.49M,0.18%
22-12-2017,530.95,528.2,533.5,526.05,2.98M,0.52%
26-12-2017,541.3,530.2,544.4,529,4.86M,1.95%
27-12-2017,576.3,543.8,581.7,543.05,23.36M,6.47%
28-12-2017,568.4,580.25,585.6,566.35,11.06M,-1.37%
29-12-2017,571.15,572.7,579,568.2,5.20M,0.48%
01-01-2018,574.05,571.5,585.4,571.25,5.31M,0.51%
02-01-2018,572.15,577,582,567.2,3.84M,-0.33%
03-01-2018,569.05,575,578.95,567,2.18M,-0.54%
04-01-2018,581.2,572,583.95,560.1,6.25M,2.14%
05-01-2018,578.75,585,587.35,575.3,4.60M,-0.42%
08-01-2018,591.6,588,604.6,586.15,10.48M,2.22%
09-01-2018,586.5,597,598,584.35,4.03M,-0.86%
10-01-2018,585.1,590.8,594,581.4,2.93M,-0.24%
11-01-2018,587.95,585.75,598.5,580.5,5.93M,0.49%
12-01-2018,583.45,590,591.45,579.6,2.84M,-0.77%
15-01-2018,576.45,586.8,586.8,574.5,4.46M,-1.20%
16-01-2018,577.7,577.35,583.95,572.15,4.87M,0.22%
17-01-2018,583.75,583,585.9,576.7,4.81M,1.05%
18-01-2018,576.7,586,589.45,574.3,3.68M,-1.21%
19-01-2018,572.1,580,580.65,567.6,4.69M,-0.80%
22-01-2018,576.15,573,578.9,568.85,3.07M,0.71%
23-01-2018,579.35,579,585.85,575.5,4.79M,0.56%
24-01-2018,586.55,577,596.5,575.1,7.17M,1.24%
25-01-2018,579.85,591,596,578,4.21M,-1.14%
29-01-2018,587.95,581.05,594.2,578.35,6.01M,1.40%
30-01-2018,591.95,585.7,594.75,580.05,3.54M,0.68%
31-01-2018,579.9,590,594.9,575.05,4.78M,-2.04%
01-02-2018,554.3,580,580,549.55,8.79M,-4.41%
02-02-2018,551.2,552,567.35,544.65,10.87M,-0.56%
05-02-2018,557.45,538.8,560.45,533.55,4.73M,1.13%
06-02-2018,551.8,537,554.5,531.2,6.33M,-1.01%
07-02-2018,549.5,556,557.45,542.6,5.11M,-0.42%
08-02-2018,584.1,540.05,587,533.8,13.71M,6.30%
09-02-2018,582.7,570.1,586,570.1,3.80M,-0.24%
12-02-2018,589.15,586,608.95,585,10.26M,1.11%
14-02-2018,574.8,590.95,591.8,571.2,6.63M,-2.44%
15-02-2018,575.75,565.4,584.95,565.4,10.72M,0.17%
16-02-2018,575.25,575.4,577.55,563.35,6.64M,-0.09%
19-02-2018,561.4,575,577.25,553.55,3.52M,-2.41%
20-02-2018,559.5,564.65,566.65,557,2.48M,-0.34%
21-02-2018,525.75,560.05,563,511.3,21.90M,-6.03%
22-02-2018,541.45,527.5,547,524,12.47M,2.99%
23-02-2018,569.65,550,575.25,546,30.84M,5.21%
26-02-2018,555.95,570,571.9,553.35,8.08M,-2.40%
27-02-2018,544.8,555.95,563.45,542.05,6.92M,-2.01%
28-02-2018,535.35,543,552.35,532.65,8.37M,-1.73%
01-03-2018,535.4,537.95,541.5,533.25,4.26M,0.01%
05-03-2018,548.55,535.1,552.7,527.05,7.34M,2.46%
06-03-2018,531.75,561,563,530,9.83M,-3.06%
07-03-2018,524.85,532,534.15,520.1,6.28M,-1.30%
08-03-2018,514.6,529.7,530.5,509.5,9.32M,-1.95%
09-03-2018,506.8,514,519.9,505,5.00M,-1.52%
12-03-2018,512.65,511,516,506.55,4.63M,1.15%
13-03-2018,523.3,512.65,525.5,512.65,4.80M,2.08%
14-03-2018,520.1,523.3,523.3,516.1,2.47M,-0.61%
15-03-2018,516.45,520,529,514.75,3.01M,-0.70%
16-03-2018,503.05,512.05,522,501.3,8.92M,-2.59%
19-03-2018,497.65,506.8,508.55,496,5.58M,-1.07%
20-03-2018,508.75,496.75,511,493.75,4.62M,2.23%
21-03-2018,504.5,513.95,515.6,502.55,3.99M,-0.84%
22-03-2018,508.4,520,521,505.1,8.69M,0.77%
23-03-2018,502.4,501.8,506.75,497.55,5.10M,-1.18%
26-03-2018,503.2,502.4,506.9,496.1,4.20M,0.16%
27-03-2018,505.1,506,512.25,503.2,4.46M,0.38%
28-03-2018,495.1,504,504.7,492,6.86M,-1.98%
02-04-2018,507.85,500.9,510,496.05,2.92M,2.58%
03-04-2018,510,506,512.2,504.5,2.71M,0.42%
04-04-2018,502.25,514.95,514.95,501,3.12M,-1.52%
05-04-2018,507.55,506,513,505.1,2.41M,1.06%
06-04-2018,512.6,508,515.3,507,2.77M,0.99%
09-04-2018,510.85,512,517.75,507.35,2.40M,-0.34%
10-04-2018,508.25,512.4,515.9,507.5,2.65M,-0.51%
11-04-2018,521.45,511,522.9,510.3,5.69M,2.60%
12-04-2018,515.9,521.5,521.5,509.6,3.62M,-1.06%
13-04-2018,513,514.6,519.8,510.3,2.13M,-0.56%
16-04-2018,519.4,513,521,511.5,2.69M,1.25%
17-04-2018,512.15,521.9,521.9,510.5,3.10M,-1.40%
18-04-2018,512,514.35,517.4,510.65,2.41M,-0.03%
19-04-2018,509.2,515,515,506.35,1.94M,-0.55%
20-04-2018,505.3,509,509,502,4.43M,-0.77%
23-04-2018,514.25,505,515.5,505,2.42M,1.77%
24-04-2018,517.8,515.9,523.5,512.5,3.43M,0.69%
25-04-2018,514.05,514.5,521.45,511.2,2.11M,-0.72%
26-04-2018,512.6,514,522.7,511.3,3.30M,-0.28%
27-04-2018,524.15,517.5,526.4,515.25,4.00M,2.25%
30-04-2018,528.4,528,530.95,525.1,1.69M,0.81%
02-05-2018,515.2,530,530.75,510.45,5.81M,-2.50%
03-05-2018,536,517,539.3,511.65,7.46M,4.04%
04-05-2018,517.95,530,533,516.4,5.43M,-3.37%
07-05-2018,513.7,518,520,506.5,3.84M,-0.82%
08-05-2018,511.45,514,519.25,508.6,2.52M,-0.44%
09-05-2018,506.15,511.45,514.8,505.2,2.48M,-1.04%
10-05-2018,497.2,508,509.25,495.3,4.22M,-1.77%
11-05-2018,472.05,494,496.15,467.75,9.91M,-5.06%
14-05-2018,473.8,473,487.8,472,6.75M,0.37%
15-05-2018,468.65,474,480,459,5.49M,-1.09%
16-05-2018,471.7,466,473,462.5,4.68M,0.65%
17-05-2018,479.85,473,486,468.35,5.94M,1.73%
18-05-2018,464.9,488.95,488.95,462.85,8.72M,-3.12%
21-05-2018,443.75,464.2,465,440.3,5.81M,-4.55%
22-05-2018,453,444.85,456,435,4.47M,2.08%
23-05-2018,452.25,454,461.5,449.45,4.55M,-0.17%
24-05-2018,462.85,454.9,469.7,451.45,6.24M,2.34%
25-05-2018,466.45,465.5,469.4,456,4.97M,0.78%
28-05-2018,499.7,485,504.95,480,16.01M,7.13%
29-05-2018,499.5,496.6,509.95,490.05,8.26M,-0.04%
30-05-2018,494.55,494.9,503.7,492.35,3.85M,-0.99%
31-05-2018,480.35,494.9,496,472.9,18.79M,-2.87%
01-06-2018,484.35,485,489.55,479.1,3.79M,0.83%
04-06-2018,478.6,486,490.8,476.8,3.00M,-1.19%
05-06-2018,473.5,476.15,483.25,470.15,3.08M,-1.07%
06-06-2018,489.85,476.9,492.2,473.1,4.13M,3.45%
07-06-2018,488.75,490.65,493.9,485.55,2.20M,-0.22%
08-06-2018,528.25,487,533.65,486.25,29.22M,8.08%
11-06-2018,535.7,530,544,526.15,16.45M,1.41%
12-06-2018,540.45,535.7,544.95,531.35,8.14M,0.89%
13-06-2018,546.3,552.2,560.95,542.35,20.17M,1.08%
14-06-2018,559.25,546,562,542,12.15M,2.37%
15-06-2018,571.3,562,573.85,561,15.17M,2.15%
18-06-2018,570.1,572,578.3,563.9,6.09M,-0.21%
19-06-2018,559.95,570,576.5,558.35,6.72M,-1.78%
20-06-2018,564.1,559,565.7,553.1,4.44M,0.74%
21-06-2018,554.5,565,567.45,552.6,3.24M,-1.70%
22-06-2018,577.25,553,581.8,547.65,9.94M,4.10%
25-06-2018,571.8,576.9,592,567.95,14.30M,-0.94%
26-06-2018,572.95,571.35,576.5,565.8,4.73M,0.20%
27-06-2018,576.9,577,581.7,568.5,8.54M,0.69%
28-06-2018,567.3,577.75,583.2,564.2,5.52M,-1.66%
29-06-2018,564,569,571.9,560.15,4.42M,-0.58%
02-07-2018,563.15,566.3,572.85,558.5,4.13M,-0.15%
03-07-2018,573.6,564.8,576.8,560.7,5.95M,1.86%
04-07-2018,579.3,576,588.85,573.05,9.41M,0.99%
05-07-2018,566.95,581,581,564.9,3.83M,-2.13%
06-07-2018,558.1,567.4,573.25,555,5.61M,-1.56%
09-07-2018,568.8,560.6,572.6,560.6,4.12M,1.92%
10-07-2018,563.95,569,572,558,4.59M,-0.85%
11-07-2018,560.75,564.95,569.7,559.6,3.52M,-0.57%
12-07-2018,564.45,563,570.7,558,3.74M,0.66%
13-07-2018,559.75,566.8,567,557.05,2.01M,-0.83%
16-07-2018,533.95,559.5,560,530.7,4.27M,-4.61%
17-07-2018,548.65,535,551.75,533,3.70M,2.75%
18-07-2018,549.9,554.95,559.2,542.85,5.72M,0.23%
19-07-2018,544.95,552.4,553.8,542.25,2.77M,-0.90%
20-07-2018,560.1,545,563,545,2.70M,2.78%
23-07-2018,561.75,562.7,567,557.5,2.46M,0.29%
24-07-2018,562.7,562.1,568.5,559.05,2.48M,0.17%
25-07-2018,558.15,566.4,567.35,555.5,2.16M,-0.81%
26-07-2018,555.4,553.95,563.8,551.5,3.11M,-0.49%
27-07-2018,557.05,555.9,561,553.25,2.64M,0.30%
30-07-2018,562.7,555.3,566.75,551.95,3.44M,1.01%
31-07-2018,568.5,562.5,575.75,560.15,6.00M,1.03%
01-08-2018,574.65,570,576.8,563.8,3.67M,1.08%
02-08-2018,580.4,575.9,587.55,575.3,5.90M,1.00%
03-08-2018,585.85,583.9,589.4,583.85,3.30M,0.94%
06-08-2018,576.15,586.5,593.4,575.1,3.87M,-1.66%
07-08-2018,569.7,580.45,582.5,568.25,3.08M,-1.12%
08-08-2018,574,570,578.35,564.3,2.97M,0.75%
09-08-2018,571.45,575.2,584.9,563.05,4.60M,-0.44%
10-08-2018,554,566.1,569.7,548.85,6.09M,-3.05%
13-08-2018,563.9,556.9,567.5,552.6,3.25M,1.79%
14-08-2018,601.8,565.5,610,560.1,25.00M,6.72%
16-08-2018,619.7,610,621.7,602.2,25.17M,2.97%
17-08-2018,623.5,623,633.4,619,14.16M,0.61%
20-08-2018,626.35,625,630.95,620.25,9.49M,0.46%
21-08-2018,635.4,626.9,639.45,620.5,7.75M,1.44%
23-08-2018,639.65,639.9,645.5,634.3,8.94M,0.67%
24-08-2018,629.8,638.25,639.8,618.7,7.91M,-1.54%
27-08-2018,621.8,632.3,636.6,620.65,8.25M,-1.27%
28-08-2018,621.2,625,633.45,619.1,4.18M,-0.10%
29-08-2018,621.25,623.9,631,616.8,4.44M,0.01%
30-08-2018,639.95,623.5,642,622.15,9.02M,3.01%
31-08-2018,652.85,643.45,659.4,643.3,12.97M,2.02%
03-09-2018,656.2,658.8,673.5,651.25,12.19M,0.51%
04-09-2018,655.35,658,663.45,645.15,7.99M,-0.13%
05-09-2018,663.75,654.1,671.8,653.75,9.14M,1.28%
06-09-2018,677.4,668,679.3,663.25,7.82M,2.06%
07-09-2018,664.25,650,670,640,22.07M,-1.94%
10-09-2018,638,656.5,667.25,635.35,9.93M,-3.95%
11-09-2018,630.4,643,649.4,627.55,8.27M,-1.19%
12-09-2018,649.9,625,654.4,620.1,11.22M,3.09%
14-09-2018,665.25,665,670.9,658,7.44M,2.36%
17-09-2018,646.2,661,668.25,644.2,6.26M,-2.86%
18-09-2018,642.5,646.4,655.7,640.5,5.78M,-0.57%
19-09-2018,648.85,651.95,657.25,641.6,7.66M,0.99%
21-09-2018,634.9,650,655,614.5,9.64M,-2.15%
24-09-2018,624,638,642.95,616,5.31M,-1.72%
25-09-2018,641.1,624.1,645,624.05,7.21M,2.74%
26-09-2018,639.85,649.8,649.8,632.55,4.85M,-0.19%
27-09-2018,631.25,641.7,643.95,625.2,4.07M,-1.34%
28-09-2018,623.25,630,636.35,616.1,6.69M,-1.27%
01-10-2018,634.7,624,639,610,5.53M,1.84%
03-10-2018,620.85,636.5,640.75,618.5,4.72M,-2.18%
04-10-2018,599.05,618,620.75,590.85,4.85M,-3.51%
05-10-2018,597.95,595,616.35,591.05,6.80M,-0.18%
08-10-2018,604.25,592,608.75,589.1,4.40M,1.05%
09-10-2018,609.75,608,617.3,597.6,4.52M,0.91%
10-10-2018,602.95,610,619.5,593,5.57M,-1.12%
11-10-2018,586.7,590,603.25,582.7,4.59M,-2.70%
12-10-2018,590.6,591.1,597.75,582.65,5.80M,0.66%
15-10-2018,599.95,593.7,603.45,586.65,3.42M,1.58%
16-10-2018,602.7,601.95,612,592.85,3.56M,0.46%
17-10-2018,593.45,609.4,609.4,591,2.63M,-1.53%
19-10-2018,609.95,591.9,611.5,590.1,4.84M,2.78%
22-10-2018,606.9,610.7,616.8,603.45,4.36M,-0.50%
23-10-2018,575.85,605,605.6,572.75,4.54M,-5.12%
24-10-2018,570.7,583,584,561.45,5.82M,-0.89%
25-10-2018,558.75,565.25,572.45,552.1,6.11M,-2.09%
26-10-2018,554.05,558.75,561.5,550,4.00M,-0.84%
29-10-2018,573.6,554.5,577.6,554.45,3.64M,3.53%
30-10-2018,562.05,571.9,575.9,559.65,2.78M,-2.01%
31-10-2018,580.25,562.55,582,560.45,5.90M,3.24%
01-11-2018,571.85,581.25,584.5,568,2.78M,-1.45%
02-11-2018,571.85,574,579.75,568.3,2.69M,0.00%
05-11-2018,571.6,571,583.95,564.25,2.96M,-0.04%
06-11-2018,579.35,576.05,585.9,575,3.50M,1.36%
07-11-2018,582.3,583,583.6,580,298.41K,0.51%
09-11-2018,597.45,587.7,604.8,583.1,6.85M,2.60%
12-11-2018,589.5,600.4,601,587,4.28M,-1.33%
13-11-2018,561.75,589.5,592.9,556.25,9.18M,-4.71%
14-11-2018,520.1,557.2,558.8,516,25.50M,-7.41%
15-11-2018,515.1,522,528,508.1,11.39M,-0.96%
16-11-2018,519.75,518.4,525.55,513.4,5.73M,0.90%
19-11-2018,531.55,525,533,519.7,5.24M,2.27%
20-11-2018,525.45,530,532.6,521.3,3.08M,-1.15%
21-11-2018,532.85,525.5,536.3,525.5,4.03M,1.41%
22-11-2018,525.95,532.5,532.5,524.75,2.26M,-1.29%
26-11-2018,510.75,527,528.15,506.4,5.19M,-2.89%
27-11-2018,493.85,518.9,519.35,474.5,39.59M,-3.31%
28-11-2018,486,489,502.4,481.5,11.39M,-1.59%
29-11-2018,484.4,489,491.45,478.7,7.39M,-0.33%
30-11-2018,492.6,486.95,493.95,481.75,6.54M,1.69%
03-12-2018,455.4,450,461,441.15,61.49M,-7.55%
04-12-2018,442.9,457.75,464.7,441.55,36.23M,-2.74%
05-12-2018,412.95,443,445.25,401.5,48.89M,-6.76%
06-12-2018,420.15,416,431.5,413,56.09M,1.74%
07-12-2018,411.25,425,426,408.15,23.91M,-2.12%
10-12-2018,399,405,409.25,397.05,24.69M,-2.98%
11-12-2018,422.3,390.6,424.8,390.6,24.69M,5.84%
12-12-2018,431.45,426.7,433.7,423.1,16.24M,2.17%
13-12-2018,422.1,422,429.3,418,16.85M,-2.17%
14-12-2018,420.65,421.95,426,417.1,8.14M,-0.34%
17-12-2018,420.95,421.8,425.4,420,6.15M,0.07%
18-12-2018,433.45,421,434.9,418.85,14.40M,2.97%
19-12-2018,423.8,433.45,434.4,422.8,7.88M,-2.23%
20-12-2018,429.05,422,431,421.6,6.16M,1.24%
21-12-2018,425.3,429.5,433,423,7.32M,-0.87%
24-12-2018,424.35,427.05,434,422.3,7.05M,-0.22%
26-12-2018,413.65,423.45,423.45,410,8.41M,-2.52%
27-12-2018,411.15,423,423.3,410,12.84M,-0.60%
28-12-2018,425.2,415,428.7,413.5,12.81M,3.42%
31-12-2018,430.5,428.1,432.3,425.5,6.37M,1.25%
01-01-2019,433.55,432.5,438.8,429.65,8.49M,0.71%
02-01-2019,440.05,430.5,441.2,429.25,9.66M,1.50%
03-01-2019,436.1,442.05,443.6,434,9.48M,-0.90%
04-01-2019,433.8,439.1,439.9,432.2,6.23M,-0.53%
07-01-2019,430.8,437.1,438,429.3,4.12M,-0.69%
08-01-2019,448.05,433.8,449,432.35,12.37M,4.00%
09-01-2019,448.75,450.5,453.65,443.7,9.03M,0.16%
10-01-2019,444.6,445.1,448,440.45,3.67M,-0.92%
11-01-2019,444.4,445.05,449.75,441.6,3.78M,-0.04%
14-01-2019,450.85,447,452,443.75,5.78M,1.45%
15-01-2019,452.45,453.25,454.5,449.5,4.29M,0.35%
16-01-2019,453.8,451.4,457.4,447.15,5.88M,0.30%
17-01-2019,426.55,455,455.4,422.5,8.34M,-6.00%
18-01-2019,390.75,424.05,424.1,370.2,82.91M,-8.39%
21-01-2019,398.3,390.1,406.55,390.05,48.94M,1.93%
22-01-2019,418.95,411,423.5,409.4,38.26M,5.18%
23-01-2019,431,417.7,434.4,411.65,26.92M,2.88%
24-01-2019,423,431,438,417.1,18.45M,-1.86%
25-01-2019,422.4,425.4,429.75,419.35,8.72M,-0.14%
28-01-2019,411.75,424,424.75,410.15,5.81M,-2.52%
29-01-2019,422.4,410.5,424.75,406.25,7.47M,2.59%
30-01-2019,417.95,424,426,416.2,4.35M,-1.05%
31-01-2019,423.45,419,431.35,413.7,16.67M,1.32%
01-02-2019,423.25,421.2,428,417,3.95M,-0.05%
04-02-2019,414.8,422.3,423,409.2,3.68M,-2.00%
05-02-2019,409.9,414.8,418.5,406.55,3.52M,-1.18%
06-02-2019,416.6,410,419,403.3,5.64M,1.63%
07-02-2019,434.9,423,445.8,421.1,18.19M,4.39%
08-02-2019,431.05,434,435.9,424.5,6.13M,-0.89%
11-02-2019,428.55,432.25,433.6,420.85,4.95M,-0.58%
12-02-2019,436.6,427.2,444,424.05,8.56M,1.88%
13-02-2019,431.25,454.9,455,426.45,31.43M,-1.23%
14-02-2019,440.9,432,444.9,428.65,9.04M,2.24%
15-02-2019,422.9,440.75,440.75,416.45,10.21M,-4.08%
18-02-2019,414.65,424.5,428,413.3,6.21M,-1.95%
19-02-2019,413.65,417.15,422.4,412.35,4.74M,-0.24%
20-02-2019,422.35,418,424.45,416.05,4.39M,2.10%
21-02-2019,429.7,425.2,432,422.7,4.74M,1.74%
22-02-2019,430.5,431,436.75,428.45,4.37M,0.19%
25-02-2019,436.1,431.4,438.75,427.5,4.85M,1.30%
26-02-2019,435.75,430.5,440,422.85,5.26M,-0.08%
27-02-2019,442.7,436.5,451.65,436,12.23M,1.59%
28-02-2019,445.15,446.6,451.5,442.1,10.86M,0.55%
01-03-2019,447.35,447.9,451,445.05,5.61M,0.49%
05-03-2019,455.9,447.85,456.9,445.35,5.25M,1.91%
06-03-2019,460.55,457,469.35,446.95,13.00M,1.02%
07-03-2019,450.9,459.5,463,448.8,10.70M,-2.10%
08-03-2019,454.95,449.5,457.9,447.3,5.04M,0.90%
11-03-2019,459.45,456,461.45,454,4.63M,0.99%
12-03-2019,470.3,463,471.65,462,8.66M,2.36%
13-03-2019,456.5,473,475,452.5,7.16M,-2.93%
14-03-2019,466.15,456.9,468.5,456,8.04M,2.11%
15-03-2019,464.35,466.2,469.95,462.3,5.88M,-0.39%
18-03-2019,465.65,466,469.9,458.65,4.38M,0.28%
19-03-2019,468.95,467.5,475.25,466.65,6.73M,0.71%
20-03-2019,474.75,470.75,476.8,466,4.24M,1.24%
22-03-2019,473.25,475.8,479.7,469.35,6.13M,-0.32%
25-03-2019,464.65,468.5,469.45,461.2,4.04M,-1.82%
26-03-2019,469.8,467,471.5,462.1,3.84M,1.11%
27-03-2019,464.85,471.8,477.35,459.75,6.02M,-1.05%
28-03-2019,475.45,465,479.8,465,10.59M,2.28%
29-03-2019,478.85,475.55,482.95,472.3,5.63M,0.72%
01-04-2019,478.85,480.95,484.25,475.6,3.58M,0.00%
02-04-2019,469.7,482,483.9,467.1,4.03M,-1.91%
03-04-2019,462,471,473.9,459.15,4.72M,-1.64%
04-04-2019,465.6,463,469.9,459.5,4.15M,0.78%
05-04-2019,463.15,467.1,470,461.5,2.21M,-0.53%
08-04-2019,462.45,464.6,467.2,460.45,2.27M,-0.15%
09-04-2019,470.95,457.25,472.4,454.8,4.35M,1.84%
10-04-2019,471.95,468,479.9,467.35,3.89M,0.21%
11-04-2019,465.55,465.25,470.9,461.6,4.43M,-1.36%
12-04-2019,465.05,467,468.5,462.3,3.33M,-0.11%
15-04-2019,458.65,465.3,466.8,457.5,3.77M,-1.38%
16-04-2019,462.55,459.45,464.5,458.65,2.83M,0.85%
